middleware,network_condition,message_size_kb,latency_ms,jitter_ms,packet_loss_percent,throughput_mbps,cpu_usage_percent
CycloneDDS,LAN,16,2.25,0.143,0.016,90.28,19.81
CycloneDDS,LAN,16,2.707,0.219,0.051,90.62,13.94
CycloneDDS,LAN,16,2.619,0.333,0.006,89.52,24.54
CycloneDDS,LAN,16,2.823,0.203,0.05,85.08,19.74
CycloneDDS,LAN,16,2.896,0.292,0.013,92.12,17.88
CycloneDDS,LAN,16,2.643,0.201,0.023,87.36,16.93
CycloneDDS,LAN,16,3.482,0.257,0.058,91.45,22.79
CycloneDDS,LAN,16,2.955,0.254,0.023,95.3,14.05
CycloneDDS,LAN,16,2.829,0.261,0.045,77.19,20.31
CycloneDDS,LAN,16,3.075,0.279,0.018,89.51,14.88
CycloneDDS,LAN,16,2.934,0.167,0.0,92.58,17.09
CycloneDDS,LAN,16,2.491,0.186,0.038,100.82,18.18
CycloneDDS,LAN,16,2.622,0.206,0.064,102.12,16.8
CycloneDDS,LAN,16,2.543,0.203,0.047,96.82,16.35
CycloneDDS,LAN,16,2.653,0.251,0.039,82.76,18.34
CycloneDDS,LAN,16,3.501,0.118,0.023,90.27,18.13
CycloneDDS,LAN,16,2.546,0.317,0.051,92.28,18.38
CycloneDDS,LAN,16,3.177,0.139,0.027,81.74,16.56
CycloneDDS,LAN,16,2.586,0.155,0.021,90.33,20.88
CycloneDDS,LAN,16,2.202,0.172,0.032,98.69,14.95
CycloneDDS,LAN,16,2.774,0.253,0.043,90.18,16.72
CycloneDDS,LAN,16,3.123,0.318,0.075,95.58,16.14
CycloneDDS,LAN,16,2.964,0.132,0.032,89.2,20.53
CycloneDDS,LAN,16,2.909,0.267,0.065,94.64,20.33
CycloneDDS,LAN,16,3.11,0.202,0.074,99.41,18.98
CycloneDDS,LAN,16,2.526,0.174,0.032,92.54,17.47
CycloneDDS,LAN,16,2.82,0.254,0.025,101.66,14.86
CycloneDDS,LAN,16,3.128,0.148,0.024,91.45,19.83
CycloneDDS,LAN,16,2.904,0.19,0.006,86.64,17.55
CycloneDDS,LAN,16,3.349,0.193,0.003,98.68,24.78
CycloneDDS,LAN,16,2.731,0.161,0.033,97.94,16.54
CycloneDDS,LAN,16,2.538,0.226,0.036,90.48,16.88
CycloneDDS,LAN,16,2.621,0.119,0.042,89.31,21.36
CycloneDDS,LAN,16,2.432,0.155,0.055,90.78,21.45
CycloneDDS,LAN,16,3.755,0.217,0.0,86.46,15.57
CycloneDDS,LAN,16,3.023,0.175,0.019,95.99,19.45
CycloneDDS,LAN,16,2.425,0.202,0.018,87.97,19.7
CycloneDDS,LAN,16,1.853,0.166,0.046,90.87,15.08
CycloneDDS,LAN,16,3.033,0.191,0.069,88.33,18.17
CycloneDDS,LAN,16,2.811,0.179,0.024,91.78,20.11
CycloneDDS,LAN,16,3.201,0.284,0.018,89.48,18.77
CycloneDDS,LAN,16,3.023,0.141,0.019,93.68,20.7
CycloneDDS,LAN,16,3.255,0.248,0.002,91.18,16.52
CycloneDDS,LAN,16,2.425,0.246,0.0,93.0,17.48
CycloneDDS,LAN,16,2.563,0.09,0.036,93.03,23.7
CycloneDDS,LAN,16,2.536,0.238,0.069,85.31,13.57
CycloneDDS,LAN,16,2.621,0.215,0.078,87.97,13.16
CycloneDDS,LAN,16,2.367,0.292,0.029,93.55,19.8
CycloneDDS,LAN,16,2.554,0.256,0.022,87.16,16.86
CycloneDDS,LAN,16,2.935,0.302,0.039,88.86,19.14
CycloneDDS,LAN,16,2.318,0.202,0.065,98.05,21.76
CycloneDDS,LAN,16,2.366,0.059,0.039,89.12,18.51
CycloneDDS,LAN,16,2.187,0.281,0.0,83.9,19.98
CycloneDDS,LAN,16,2.788,0.147,0.016,91.7,21.22
CycloneDDS,LAN,16,2.834,0.353,0.046,91.16,22.92
CycloneDDS,LAN,16,3.598,0.098,0.02,94.79,17.89
CycloneDDS,LAN,16,2.986,0.142,0.02,92.16,21.2
CycloneDDS,LAN,16,2.838,0.138,0.007,93.49,12.45
CycloneDDS,LAN,16,1.975,0.288,0.024,94.48,19.72
CycloneDDS,LAN,16,3.054,0.157,0.029,94.48,19.63
CycloneDDS,LAN,16,2.428,0.385,0.054,82.9,14.08
CycloneDDS,LAN,16,3.389,0.319,0.019,90.44,19.31
CycloneDDS,LAN,16,2.915,0.157,0.023,81.88,15.34
CycloneDDS,LAN,16,2.616,0.269,0.031,85.42,18.3
CycloneDDS,LAN,16,3.254,0.129,0.032,90.45,19.16
CycloneDDS,LAN,16,2.584,0.167,0.066,92.22,14.04
CycloneDDS,LAN,16,3.424,0.249,0.047,96.22,17.52
CycloneDDS,LAN,16,2.718,0.098,0.029,80.28,19.36
CycloneDDS,LAN,16,3.021,0.297,0.046,95.03,15.81
CycloneDDS,LAN,16,2.82,0.211,0.004,98.99,16.04
CycloneDDS,LAN,16,2.778,0.261,0.017,96.05,20.77
CycloneDDS,LAN,16,2.886,0.106,0.021,90.01,15.24
CycloneDDS,LAN,16,3.379,0.04,0.029,83.03,21.48
CycloneDDS,LAN,16,2.645,0.192,0.042,100.43,24.38
CycloneDDS,LAN,16,2.227,0.125,0.016,88.82,14.56
CycloneDDS,LAN,16,2.819,0.308,0.037,94.09,18.62
CycloneDDS,LAN,16,2.613,0.265,0.04,93.9,15.07
CycloneDDS,LAN,16,2.813,0.198,0.034,96.47,18.84
CycloneDDS,LAN,16,2.448,0.25,0.037,98.96,18.68
CycloneDDS,LAN,16,2.524,0.153,0.032,79.98,14.4
CycloneDDS,LAN,16,2.815,0.122,0.031,94.76,17.76
CycloneDDS,LAN,16,2.348,0.357,0.0,88.78,20.15
CycloneDDS,LAN,16,2.715,0.157,0.017,97.47,20.42
CycloneDDS,LAN,16,2.802,0.257,0.0,91.54,14.7
CycloneDDS,LAN,16,3.295,0.295,0.039,89.49,15.64
CycloneDDS,LAN,64,5.379,0.34,0.0,86.31,14.19
CycloneDDS,LAN,64,5.701,0.16,0.025,79.82,19.49
CycloneDDS,LAN,64,5.354,0.386,0.047,81.69,19.05
CycloneDDS,LAN,64,5.431,0.297,0.06,82.16,17.78
CycloneDDS,LAN,64,4.949,0.372,0.059,87.57,18.44
CycloneDDS,LAN,64,5.304,0.367,0.021,82.33,19.53
CycloneDDS,LAN,64,5.672,0.245,0.055,89.27,15.96
CycloneDDS,LAN,64,5.291,0.144,0.047,82.63,18.24
CycloneDDS,LAN,64,4.675,0.174,0.024,80.34,15.99
CycloneDDS,LAN,64,5.392,0.202,0.025,82.29,21.32
CycloneDDS,LAN,64,5.077,0.211,0.007,84.89,22.62
CycloneDDS,LAN,64,4.809,0.403,0.043,88.94,20.04
CycloneDDS,LAN,64,5.863,0.174,0.0,86.06,19.38
CycloneDDS,LAN,64,5.205,0.203,0.038,76.52,18.58
CycloneDDS,LAN,64,5.669,0.192,0.073,79.37,18.18
CycloneDDS,LAN,64,4.99,0.343,0.053,90.69,13.39
CycloneDDS,LAN,64,5.067,0.202,0.004,84.79,17.64
CycloneDDS,LAN,64,5.219,0.144,0.028,89.56,21.23
CycloneDDS,LAN,64,4.862,0.234,0.028,83.04,17.82
CycloneDDS,LAN,64,4.841,0.122,0.007,82.65,22.73
CycloneDDS,LAN,64,5.143,0.343,0.046,92.67,21.55
CycloneDDS,LAN,64,5.14,0.244,0.012,92.3,16.86
CycloneDDS,LAN,64,5.05,0.223,0.009,94.09,16.78
CycloneDDS,LAN,64,5.214,0.115,0.043,85.81,14.8
CycloneDDS,LAN,64,5.239,0.174,0.025,90.14,20.47
CycloneDDS,LAN,64,5.913,0.153,0.052,84.99,17.77
CycloneDDS,LAN,64,5.242,0.243,0.061,94.27,26.09
CycloneDDS,LAN,64,5.488,0.109,0.041,94.1,15.29
CycloneDDS,LAN,64,5.905,0.184,0.0,92.87,15.31
CycloneDDS,LAN,64,5.091,0.338,0.009,90.5,17.48
CycloneDDS,LAN,64,5.048,0.203,0.031,82.97,17.78
CycloneDDS,LAN,64,5.515,0.259,0.0,85.55,15.89
CycloneDDS,LAN,64,5.479,0.221,0.018,85.1,17.46
CycloneDDS,LAN,64,5.326,0.1,0.032,89.59,22.84
CycloneDDS,LAN,64,4.8,0.082,0.033,90.97,13.14
CycloneDDS,LAN,64,5.89,0.165,0.005,80.43,18.08
CycloneDDS,LAN,64,5.448,0.238,0.039,87.44,19.57
CycloneDDS,LAN,64,4.886,0.248,0.07,82.73,17.59
CycloneDDS,LAN,64,4.646,0.221,0.002,92.34,14.75
CycloneDDS,LAN,64,5.136,0.24,0.053,92.28,20.38
CycloneDDS,LAN,64,5.659,0.28,0.022,80.67,17.72
CycloneDDS,LAN,64,5.082,0.31,0.036,84.95,21.02
CycloneDDS,LAN,64,5.321,0.194,0.026,85.56,22.41
CycloneDDS,LAN,64,5.41,0.104,0.03,94.55,19.72
CycloneDDS,LAN,64,5.531,0.245,0.017,90.96,12.27
CycloneDDS,LAN,64,5.037,0.136,0.05,82.71,17.3
CycloneDDS,LAN,64,4.828,0.171,0.047,86.27,17.64
CycloneDDS,LAN,64,5.149,0.194,0.019,87.49,13.63
CycloneDDS,LAN,64,5.116,0.132,0.066,91.62,18.36
CycloneDDS,LAN,64,5.044,0.22,0.029,84.23,22.89
CycloneDDS,LAN,64,5.815,0.122,0.026,94.92,18.14
CycloneDDS,LAN,64,5.416,0.36,0.013,96.64,14.11
CycloneDDS,LAN,64,5.138,0.257,0.017,91.29,15.97
CycloneDDS,LAN,64,4.793,0.225,0.032,85.77,13.58
CycloneDDS,LAN,64,4.679,0.151,0.021,89.08,20.36
CycloneDDS,LAN,64,5.298,0.275,0.0,86.88,20.78
CycloneDDS,LAN,64,5.119,0.255,0.019,81.74,19.11
CycloneDDS,LAN,64,5.412,0.249,0.06,80.27,13.97
CycloneDDS,LAN,64,4.73,0.331,0.0,87.6,20.83
CycloneDDS,LAN,64,4.908,0.421,0.026,90.2,17.51
CycloneDDS,LAN,64,4.371,0.186,0.034,83.32,15.45
CycloneDDS,LAN,64,4.609,0.212,0.056,79.74,19.97
CycloneDDS,LAN,64,4.827,0.295,0.024,82.52,15.66
CycloneDDS,LAN,64,4.779,0.219,0.043,86.55,15.75
CycloneDDS,LAN,64,5.087,0.202,0.034,91.73,11.64
CycloneDDS,LAN,64,5.301,0.144,0.024,80.19,20.78
CycloneDDS,LAN,64,4.947,0.254,0.051,86.13,16.53
CycloneDDS,LAN,64,5.158,0.138,0.048,91.46,20.03
CycloneDDS,LAN,64,4.699,0.238,0.022,79.26,17.61
CycloneDDS,LAN,64,5.319,0.134,0.077,87.99,16.9
CycloneDDS,LAN,64,4.972,0.253,0.007,87.48,19.56
CycloneDDS,LAN,64,4.73,0.288,0.04,86.81,16.73
CycloneDDS,LAN,64,4.581,0.116,0.0,87.43,18.91
CycloneDDS,LAN,64,5.036,0.31,0.014,88.92,14.88
CycloneDDS,LAN,64,4.77,0.103,0.0,88.58,17.06
CycloneDDS,LAN,64,5.021,0.166,0.038,88.59,15.75
CycloneDDS,LAN,64,5.513,0.159,0.0,84.36,18.45
CycloneDDS,LAN,64,4.508,0.391,0.016,86.31,19.38
CycloneDDS,LAN,64,4.55,0.101,0.052,88.76,13.29
CycloneDDS,LAN,64,4.766,0.364,0.022,90.2,23.03
CycloneDDS,LAN,64,5.129,0.327,0.02,84.63,19.85
CycloneDDS,LAN,64,4.559,0.05,0.027,88.71,13.39
CycloneDDS,LAN,64,5.32,0.136,0.0,90.87,21.87
CycloneDDS,LAN,64,4.886,0.112,0.02,81.31,17.68
CycloneDDS,LAN,64,4.721,0.08,0.021,89.81,15.5
CycloneDDS,LAN,64,5.622,0.322,0.049,93.82,22.04
CycloneDDS,LAN,64,5.553,0.152,0.051,97.42,17.34
CycloneDDS,LAN,64,5.663,0.21,0.039,93.15,17.21
CycloneDDS,LAN,64,5.077,0.077,0.0,90.23,16.82
CycloneDDS,LAN,64,5.677,0.258,0.019,82.09,21.61
CycloneDDS,LAN,64,5.168,0.118,0.05,85.21,22.03
CycloneDDS,LAN,64,4.749,0.353,0.034,88.52,17.1
CycloneDDS,LAN,64,5.301,0.065,0.032,87.58,21.87
CycloneDDS,LAN,64,4.699,0.14,0.044,96.45,17.53
CycloneDDS,LAN,64,5.074,0.253,0.027,90.29,16.51
CycloneDDS,LAN,64,5.64,0.204,0.001,89.97,16.08
CycloneDDS,LAN,64,4.84,0.323,0.016,87.65,17.76
CycloneDDS,LAN,64,5.207,0.19,0.052,92.31,15.3
CycloneDDS,LAN,64,5.312,0.17,0.024,87.35,19.48
CycloneDDS,LAN,64,4.784,0.123,0.014,83.7,17.41
CycloneDDS,LAN,64,5.042,0.126,0.034,84.5,20.82
CycloneDDS,LAN,64,5.082,0.263,0.059,75.8,16.15
CycloneDDS,LAN,64,4.682,0.044,0.037,94.58,20.55
CycloneDDS,LAN,64,5.469,0.091,0.025,93.47,14.41
CycloneDDS,LAN,64,4.922,0.399,0.054,82.18,16.48
CycloneDDS,LAN,64,5.614,0.077,0.058,91.7,21.75
CycloneDDS,LAN,64,5.279,0.243,0.015,92.38,14.96
CycloneDDS,LAN,64,4.882,0.375,0.001,85.9,17.86
CycloneDDS,LAN,64,4.934,0.272,0.043,82.94,17.22
CycloneDDS,LAN,64,4.94,0.196,0.034,89.5,16.4
CycloneDDS,LAN,64,5.477,0.257,0.066,79.06,16.81
CycloneDDS,LAN,64,5.058,0.331,0.064,87.17,16.79
CycloneDDS,LAN,64,5.924,0.312,0.023,81.79,21.76
CycloneDDS,LAN,64,5.064,0.159,0.032,89.74,18.22
CycloneDDS,LAN,64,5.297,0.188,0.0,87.48,16.63
CycloneDDS,LAN,64,5.201,0.277,0.025,91.58,12.67
CycloneDDS,LAN,64,5.248,0.264,0.026,90.66,18.61
CycloneDDS,LAN,64,5.307,0.432,0.011,87.09,13.55
CycloneDDS,LAN,64,5.388,0.286,0.004,92.4,17.53
CycloneDDS,LAN,64,5.552,0.192,0.019,84.99,20.29
CycloneDDS,LAN,64,5.613,0.334,0.036,90.88,27.3
CycloneDDS,LAN,64,4.734,0.282,0.023,90.5,22.85
CycloneDDS,LAN,64,5.821,0.215,0.048,76.4,19.99
CycloneDDS,LAN,64,5.505,0.243,0.046,88.87,19.52
CycloneDDS,LAN,64,5.132,0.142,0.055,79.19,25.33
CycloneDDS,LAN,64,4.761,0.152,0.023,88.71,24.57
CycloneDDS,LAN,64,4.7,0.19,0.052,79.6,17.35
CycloneDDS,LAN,64,4.797,0.173,0.04,85.41,15.04
CycloneDDS,LAN,64,4.972,0.167,0.042,86.03,24.36
CycloneDDS,LAN,64,5.433,0.122,0.0,84.91,16.61
CycloneDDS,LAN,64,5.115,0.261,0.03,75.9,13.12
CycloneDDS,LAN,64,5.077,0.341,0.02,88.76,20.56
CycloneDDS,LAN,64,4.878,0.294,0.016,92.2,16.32
CycloneDDS,LAN,64,5.29,0.274,0.023,78.51,19.28
CycloneDDS,LAN,64,4.659,0.225,0.016,79.91,20.82
CycloneDDS,LAN,64,5.154,0.209,0.054,87.92,14.46
CycloneDDS,LAN,64,5.615,0.16,0.049,86.49,21.76
CycloneDDS,LAN,64,5.368,0.215,0.055,87.99,16.4
CycloneDDS,LAN,64,4.802,0.241,0.029,85.61,14.66
CycloneDDS,LAN,64,5.684,0.215,0.032,84.87,15.96
CycloneDDS,LAN,64,5.457,0.075,0.0,88.35,16.42
CycloneDDS,LAN,64,4.742,0.093,0.027,81.48,18.71
CycloneDDS,LAN,64,5.86,0.369,0.046,82.55,20.78
CycloneDDS,LAN,64,5.372,0.297,0.053,87.54,15.43
CycloneDDS,LAN,64,5.81,0.297,0.039,94.7,21.89
CycloneDDS,LAN,64,5.684,0.226,0.047,84.69,17.39
CycloneDDS,LAN,64,5.021,0.249,0.032,83.3,17.06
CycloneDDS,LAN,64,4.983,0.162,0.011,88.65,18.51
CycloneDDS,LAN,64,4.913,0.316,0.05,91.0,19.7
CycloneDDS,LAN,64,5.282,0.336,0.022,96.04,19.58
CycloneDDS,LAN,64,5.568,0.23,0.073,83.46,11.83
CycloneDDS,LAN,64,5.24,0.334,0.008,88.86,15.7
CycloneDDS,LAN,64,5.54,0.275,0.028,88.9,15.85
CycloneDDS,LAN,64,5.093,0.242,0.039,80.35,16.13
CycloneDDS,LAN,64,6.012,0.212,0.007,91.88,19.04
CycloneDDS,LAN,64,5.167,0.205,0.016,89.14,16.59
CycloneDDS,LAN,64,4.84,0.267,0.015,82.63,16.72
CycloneDDS,LAN,64,5.352,0.105,0.003,86.29,14.85
CycloneDDS,LAN,64,5.564,0.26,0.016,94.73,14.17
CycloneDDS,LAN,64,5.379,0.229,0.022,84.55,27.39
CycloneDDS,LAN,64,5.089,0.172,0.011,79.73,19.69
CycloneDDS,LAN,64,5.019,0.21,0.012,91.0,18.27
CycloneDDS,LAN,64,4.786,0.368,0.024,86.5,15.68
CycloneDDS,LAN,64,5.447,0.168,0.01,90.95,18.04
CycloneDDS,LAN,64,4.926,0.229,0.036,94.64,20.66
CycloneDDS,LAN,64,5.02,0.176,0.032,88.37,18.99
CycloneDDS,LAN,64,5.131,0.113,0.018,91.18,22.05
CycloneDDS,LAN,64,4.993,0.203,0.037,90.08,19.18
CycloneDDS,LAN,64,5.384,0.174,0.018,91.29,15.54
CycloneDDS,LAN,64,4.904,0.372,0.02,87.55,15.26
CycloneDDS,LAN,64,5.494,0.205,0.043,84.38,15.1
CycloneDDS,LAN,64,4.963,0.262,0.035,84.77,19.65
CycloneDDS,LAN,64,5.265,0.043,0.034,88.57,16.44
CycloneDDS,LAN,64,5.315,0.213,0.067,90.71,12.36
CycloneDDS,LAN,64,4.872,0.172,0.0,92.89,19.1
CycloneDDS,LAN,64,5.587,0.182,0.0,90.48,17.57
CycloneDDS,LAN,64,4.766,0.249,0.009,92.69,21.55
CycloneDDS,LAN,64,5.11,0.24,0.056,76.67,23.68
CycloneDDS,LAN,64,5.055,0.245,0.041,82.54,19.03
CycloneDDS,LAN,64,5.31,0.16,0.044,80.22,17.78
CycloneDDS,LAN,64,4.938,0.228,0.025,85.18,15.02
CycloneDDS,LAN,64,5.113,0.187,0.031,81.62,17.42
CycloneDDS,LAN,64,5.062,0.26,0.066,92.3,21.93
CycloneDDS,LAN,64,5.641,0.11,0.009,82.05,12.45
CycloneDDS,LAN,64,5.902,0.113,0.03,94.34,21.66
CycloneDDS,LAN,64,5.361,0.227,0.033,82.58,23.0
CycloneDDS,LAN,64,5.164,0.197,0.036,93.59,11.84
CycloneDDS,LAN,64,4.723,0.265,0.03,77.57,18.53
CycloneDDS,LAN,64,5.264,0.197,0.034,86.41,16.95
CycloneDDS,LAN,64,5.662,0.056,0.065,89.12,18.54
CycloneDDS,LAN,64,4.588,0.15,0.027,87.0,20.94
CycloneDDS,LAN,64,4.983,0.322,0.027,86.71,22.02
CycloneDDS,LAN,64,5.2,0.201,0.027,87.49,11.92
CycloneDDS,LAN,64,5.391,0.377,0.05,89.28,19.36
CycloneDDS,LAN,64,6.229,0.246,0.027,76.53,21.21
CycloneDDS,LAN,64,4.889,0.318,0.017,90.49,14.97
CycloneDDS,LAN,64,5.43,0.199,0.008,83.74,15.16
CycloneDDS,LAN,64,5.26,0.312,0.012,83.18,21.79
CycloneDDS,LAN,64,4.636,0.141,0.0,86.91,20.39
CycloneDDS,LAN,64,4.963,0.179,0.009,77.55,16.66
CycloneDDS,LAN,64,5.614,0.12,0.033,86.3,17.19
CycloneDDS,LAN,64,5.125,0.277,0.057,94.32,23.75
CycloneDDS,LAN,64,4.753,0.294,0.02,90.71,18.61
CycloneDDS,LAN,64,5.65,0.33,0.02,82.64,21.13
CycloneDDS,LAN,64,5.242,0.353,0.031,79.71,20.18
CycloneDDS,LAN,64,4.851,0.144,0.015,89.05,16.05
CycloneDDS,LAN,64,5.316,0.207,0.016,87.42,20.77
CycloneDDS,LAN,64,4.842,0.171,0.015,96.58,20.89
CycloneDDS,LAN,64,4.645,0.157,0.029,89.75,14.68
CycloneDDS,LAN,64,5.083,0.167,0.01,83.96,18.11
CycloneDDS,LAN,64,5.454,0.257,0.049,80.67,18.41
CycloneDDS,LAN,64,5.617,0.141,0.018,93.97,19.76
CycloneDDS,LAN,64,5.087,0.214,0.0,87.08,21.29
CycloneDDS,LAN,64,5.045,0.27,0.035,87.39,14.83
CycloneDDS,LAN,64,5.861,0.128,0.009,84.3,20.48
CycloneDDS,LAN,64,4.785,0.163,0.02,80.7,21.83
CycloneDDS,LAN,64,5.317,0.241,0.006,92.28,20.69
CycloneDDS,LAN,64,4.69,0.193,0.002,86.75,16.48
CycloneDDS,LAN,64,5.503,0.238,0.067,94.15,16.12
CycloneDDS,LAN,64,5.114,0.281,0.02,87.02,20.75
CycloneDDS,LAN,64,6.019,0.283,0.032,94.21,17.28
CycloneDDS,LAN,64,5.347,0.27,0.014,93.74,20.52
CycloneDDS,LAN,64,4.772,0.218,0.015,79.74,16.8
CycloneDDS,LAN,64,5.178,0.19,0.024,88.06,17.91
CycloneDDS,LAN,64,5.688,0.177,0.035,85.98,18.96
CycloneDDS,LAN,64,4.871,0.281,0.06,89.61,19.85
CycloneDDS,LAN,64,4.92,0.159,0.024,91.02,16.57
CycloneDDS,LAN,64,5.031,0.268,0.028,90.98,20.42
CycloneDDS,LAN,64,5.7,0.27,0.038,90.89,19.98
CycloneDDS,LAN,64,4.899,0.272,0.037,83.27,19.97
CycloneDDS,LAN,64,5.414,0.21,0.049,87.5,16.64
CycloneDDS,LAN,64,5.232,0.317,0.022,88.14,13.71
CycloneDDS,LAN,64,5.091,0.079,0.031,83.35,20.58
CycloneDDS,LAN,64,4.693,0.234,0.039,80.66,19.32
CycloneDDS,LAN,64,4.991,0.176,0.036,79.03,23.94
CycloneDDS,LAN,64,5.016,0.186,0.028,85.56,13.1
CycloneDDS,LAN,64,5.786,0.164,0.031,96.47,22.11
CycloneDDS,LAN,64,4.722,0.266,0.038,82.96,16.85
CycloneDDS,LAN,64,5.225,0.239,0.037,91.2,16.16
CycloneDDS,LAN,64,4.888,0.266,0.048,92.18,10.38
CycloneDDS,LAN,64,5.462,0.367,0.055,89.44,17.74
CycloneDDS,LAN,64,5.189,0.261,0.061,79.89,21.31
CycloneDDS,LAN,64,5.768,0.262,0.045,80.96,21.44
CycloneDDS,LAN,64,5.56,0.234,0.052,82.59,21.64
CycloneDDS,LAN,64,5.761,0.226,0.028,83.26,17.09
CycloneDDS,LAN,64,5.208,0.134,0.025,93.14,16.06
CycloneDDS,LAN,64,5.2,0.255,0.053,99.65,24.98
CycloneDDS,LAN,64,5.038,0.116,0.044,85.21,16.65
CycloneDDS,LAN,64,5.148,0.316,0.01,78.54,18.62
CycloneDDS,LAN,64,5.287,0.235,0.044,77.34,26.6
CycloneDDS,LAN,64,4.822,0.229,0.0,91.48,17.95
CycloneDDS,LAN,64,4.736,0.296,0.007,88.55,12.49
CycloneDDS,LAN,64,5.686,0.163,0.081,76.44,14.26
CycloneDDS,LAN,64,5.051,0.18,0.014,80.34,18.08
CycloneDDS,LAN,64,5.117,0.131,0.033,82.58,17.37
CycloneDDS,LAN,64,5.549,0.168,0.034,89.07,17.29
CycloneDDS,LAN,64,5.059,0.273,0.057,87.94,18.38
CycloneDDS,LAN,64,4.875,0.308,0.028,91.96,12.72
CycloneDDS,LAN,64,5.239,0.337,0.045,84.37,15.48
CycloneDDS,LAN,64,5.232,0.222,0.022,91.84,16.41
CycloneDDS,LAN,64,4.956,0.186,0.074,83.27,14.77
CycloneDDS,LAN,64,4.86,0.222,0.026,89.24,24.25
CycloneDDS,LAN,64,4.623,0.187,0.046,77.31,19.72
CycloneDDS,LAN,64,5.073,0.144,0.026,94.07,16.79
CycloneDDS,LAN,64,5.063,0.176,0.053,86.71,22.35
CycloneDDS,LAN,64,4.706,0.134,0.01,83.71,19.67
CycloneDDS,LAN,64,4.991,0.326,0.057,94.18,12.11
CycloneDDS,LAN,64,5.019,0.145,0.04,79.51,16.37
CycloneDDS,LAN,64,5.026,0.126,0.071,87.54,18.02
CycloneDDS,LAN,64,5.565,0.251,0.0,90.04,18.06
CycloneDDS,LAN,64,5.166,0.238,0.025,78.21,18.54
CycloneDDS,LAN,64,4.868,0.303,0.025,92.08,15.52
CycloneDDS,LAN,64,4.418,0.164,0.01,92.81,17.16
CycloneDDS,LAN,64,5.122,0.245,0.033,90.98,15.86
CycloneDDS,LAN,64,5.521,0.231,0.042,89.83,14.85
CycloneDDS,LAN,64,4.696,0.096,0.03,83.3,17.92
CycloneDDS,LAN,64,4.659,0.129,0.026,85.39,19.72
CycloneDDS,LAN,64,5.377,0.315,0.055,85.91,15.54
CycloneDDS,LAN,64,5.342,0.153,0.022,79.88,19.46
CycloneDDS,LAN,64,5.219,0.191,0.048,82.96,22.6
CycloneDDS,LAN,64,5.218,0.315,0.033,93.34,13.21
CycloneDDS,LAN,64,5.194,0.175,0.023,89.14,16.16
CycloneDDS,LAN,64,5.826,0.323,0.034,84.0,19.54
CycloneDDS,LAN,64,4.743,0.232,0.048,86.15,18.84
CycloneDDS,LAN,64,5.537,0.359,0.056,77.94,14.38
CycloneDDS,LAN,64,5.173,0.16,0.03,89.12,18.01
CycloneDDS,LAN,64,4.753,0.281,0.039,89.92,16.42
CycloneDDS,LAN,64,4.904,0.361,0.0,91.56,16.92
CycloneDDS,LAN,64,5.586,0.114,0.039,82.96,17.8
CycloneDDS,LAN,64,5.523,0.258,0.004,83.03,20.49
CycloneDDS,LAN,64,4.705,0.215,0.013,80.16,13.67
CycloneDDS,LAN,64,5.353,0.122,0.053,86.62,14.25
CycloneDDS,LAN,64,5.166,0.198,0.035,89.76,18.63
CycloneDDS,LAN,64,5.845,0.391,0.054,92.51,21.65
CycloneDDS,LAN,64,5.899,0.321,0.0,84.65,17.43
CycloneDDS,LAN,64,5.335,0.314,0.021,83.68,15.46
CycloneDDS,LAN,64,5.444,0.356,0.025,86.77,17.21
CycloneDDS,LAN,64,4.859,0.175,0.054,82.48,18.45
CycloneDDS,LAN,64,5.893,0.252,0.031,77.35,17.34
CycloneDDS,LAN,64,4.764,0.026,0.02,92.58,18.18
CycloneDDS,WAN,1,4.566,0.481,1.618,73.19,13.26
CycloneDDS,WAN,1,5.58,0.606,1.407,81.32,14.86
CycloneDDS,WAN,1,5.699,0.293,1.678,70.98,17.79
CycloneDDS,WAN,1,5.024,0.408,0.867,79.54,17.93
CycloneDDS,WAN,1,4.93,0.435,0.841,93.08,17.43
CycloneDDS,WAN,1,5.054,0.394,1.616,71.16,18.1
CycloneDDS,WAN,1,5.284,0.494,1.944,76.17,12.2
CycloneDDS,WAN,1,4.691,0.289,1.761,72.15,16.67
CycloneDDS,WAN,1,5.503,0.22,1.991,69.25,15.48
CycloneDDS,WAN,1,5.46,0.279,0.502,77.27,22.62
CycloneDDS,WAN,1,5.117,0.411,1.368,78.18,20.72
CycloneDDS,WAN,1,4.99,0.287,0.128,70.59,11.76
CycloneDDS,WAN,1,5.222,0.22,1.059,62.26,13.89
CycloneDDS,WAN,1,4.799,0.306,1.595,75.68,16.88
CycloneDDS,WAN,1,4.187,0.435,1.117,75.72,19.08
CycloneDDS,WAN,1,4.743,0.436,0.905,82.77,17.89
CycloneDDS,WAN,1,4.793,0.348,1.604,75.81,19.86
CycloneDDS,WAN,1,4.963,0.53,0.735,67.18,15.11
CycloneDDS,WAN,1,5.459,0.418,1.465,64.49,12.36
CycloneDDS,WAN,1,5.383,0.283,2.076,85.85,19.36
CycloneDDS,WAN,1,4.994,0.287,1.64,76.2,16.29
CycloneDDS,WAN,1,5.069,0.357,2.249,81.19,17.01
CycloneDDS,WAN,1,4.741,0.301,2.064,81.56,20.59
CycloneDDS,WAN,1,4.68,0.401,1.02,71.74,19.79
CycloneDDS,WAN,1,5.246,0.539,1.568,76.45,16.84
